"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JD393171","10/08/2020 19:31","012XX S LAWNDALE AVE","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","N","N","1011","24","1151902","1894218","41.86560639","-87.71783579","P"
"JE129161","2/01/2021 9:00","009XX W 79TH ST","ASSAULT","SIMPLE","APARTMENT","N","Y","621","17","1171570","1852457","41.75060027","-87.64685832","P"
"JD392811","10/08/2020 14:09","027XX W 15TH ST","THEFT","FROM BUILDING","HOSPITAL BUILDING / GROUNDS","N","N","1023","28","1158464","1892617","41.86108146","-87.69379005","P"
"JD317985","8/01/2020 23:39","072XX S WESTERN AVE","BATTERY","AGGRAVATED - HANDGUN","GAS STATION","Y","N","832","18","1161626","1856687","41.76241996","-87.68318081","P"
"JD393083","10/08/2020 17:45","043XX N CICERO AVE","THEFT","OVER $500","RESTAURANT","N","N","1624","45","1143589","1928359","41.95945244","-87.74749749","P"
"JD392908","10/08/2020 15:20","056XX W DIVISION ST","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","GAS STATION","N","N","2531","29","1138706","1907441","41.90214142","-87.76595868","P"
"JD392728","10/08/2020 12:00","131XX S BALTIMORE AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","N","433","10","1199094","1818409","41.65652257","-87.5471382","P"
"JD392902","10/08/2020 15:00","045XX S PAULINA ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","924","15","1165769","1874558","41.81137328","-87.66748882","P"
"JD392370","10/08/2020 2:45","0000X N PARKSIDE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1513","29","1138597","1899869","41.88136488","-87.76654279","P"
"JD393704","10/08/2020 18:00","066XX S GREENWOOD AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","321","5","1184360","1861236","41.77440111","-87.59971579","P"
"JD392792","10/08/2020 13:30","060XX W CORNELIA AVE","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","SIDEWALK","Y","N","1633","36","1135564","1922650","41.94393312","-87.77713754","P"
"JD392915","10/08/2020 15:31","070XX S SANGAMON ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","N","N","733","6","1171190","1858171","41.76628853","-87.64808403","P"
"JD392851","10/08/2020 12:42","003XX E 48TH ST","THEFT","$500 AND UNDER","APARTMENT","N","N","224","3","1179084","1873264","41.80752896","-87.61869","P"
"JD393206","10/08/2020 19:30","059XX N WESTERN AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","AUTO / BOAT / RV DEALERSHIP","N","N","2011","40","1159243","1939449","41.98957583","-87.68963999","P"
"JD393169","10/08/2020 17:27","016XX N OAK PARK AVE","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","N","N","2513","29","1130834","1910165","41.90975566","-87.7948114","P"
"JD393071","10/08/2020 17:37","009XX N LOCKWOOD AVE","BATTERY","SIMPLE","SIDEWALK","Y","N","1524","37","1140850","1905836","41.89769793","-87.75812288","P"
"JD392916","10/08/2020 15:00","052XX S JUSTINE ST","BURGLARY","HOME INVASION","RESIDENCE","N","Y","934","16","1166895","1869930","41.79864951","-87.66349102","P"
"JD393007","10/08/2020 14:50","033XX W BRYN MAWR AVE","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","N","N","1712","39","1153225","1937020","41.98303251","-87.71184012","P"
"JD393276","10/08/2020 19:54","031XX W PRATT BLVD","PUBLIC PEACE VIOLATION","BOMB THREAT","SCHOOL - PRIVATE BUILDING","N","N","2412","50","1154134","1944915","42.00467862","-87.70828506","P"
"JD392737","10/06/2020 0:01","007XX W MARQUETTE RD","ROBBERY","AGGRAVATED","SIDEWALK","N","N","723","6","1172545","1860445","41.77249893","-87.64305057","P"
"JD393149","10/08/2020 18:54","049XX N LINCOLN AVE","BATTERY","SIMPLE","BAR OR TAVERN","N","N","2031","40","1159159","1932715","41.97109917","-87.69013495","P"
"JD393267","10/08/2020 15:45","051XX S LOWE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","935","3","1172841","1870762","41.80080339","-87.64166128","P"
"JD393301","10/08/2020 21:53","057XX S BISHOP ST","BATTERY","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","N","713","16","1167647","1866595","41.78948176","-87.66082895","P"
"JD393187","10/08/2020 19:00","029XX W FULTON ST","CRIMINAL DAMAGE","TO PROPERTY","GAS STATION","N","N","1222","27","1156638","1901864","41.88649329","-87.70024257","P"
"JD393453","10/08/2020 0:00","005XX S LOCKWOOD AVE","THEFT","$500 AND UNDER","STREET","N","N","1522","29","1141095","1897060","41.87361099","-87.75743932","P"
"JD392656","10/08/2020 11:59","006XX E 72ND ST","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","N","N","323","6","1181658","1857416","41.76398148","-87.60973856","P"
"JD392349","10/08/2020 1:35","012XX E 71ST ST","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","N","324","5","1185754","1858185","41.76599615","-87.59470175","P"
"JD389017","10/05/2020 3:31","006XX W HARRISON ST","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","OTHER COMMERCIAL TRANSPORTATION","Y","N","124","25","1172257","1897564","41.87436328","-87.64301304","P"
"JD393116","10/08/2020 17:51","071XX S CHAMPLAIN AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","Y","N","323","6","1181800","1857797","41.7650237","-87.60920635","P"
"JE128976","2/01/2021 10:00","001XX E 118TH PL","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","532","9","1179286","1826423","41.67898714","-87.61937451","P"
"JD392896","10/08/2020 14:57","028XX S TRUMBULL AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","ALLEY","Y","N","1032","22","1153827","1884976","41.84020718","-87.71101486","P"
"JD393313","10/08/2020 21:04","013XX W 72ND PL","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","RESIDENCE","N","Y","734","6","1168569","1856687","41.76227314","-87.65773367","P"
"JD393569","10/08/2020 16:00","011XX S CENTRAL PARK AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1133","24","1152552","1894704","41.86692722","-87.71543675","P"
"JE129729","2/01/2021 21:00","044XX W IOWA ST","ASSAULT","SIMPLE","STREET","N","N","1111","37","1146565","1905628","41.89702009","-87.73713739","P"
"JD394021","10/08/2020 14:24","0000X E GRAND AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1834","42","1176796","1903917","41.89169488","-87.62615583","P"
"JD393883","10/08/2020 14:00","002XX W 24TH ST","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","914","25","1175044","1888395","41.84914095","-87.63305511","P"
"JD393294","10/08/2020 20:00","070XX N ASHLAND BLVD","THEFT","$500 AND UNDER","PARK PROPERTY","N","N","2423","49","1164500","1946803","42.00964533","-87.67009438","P"
"JD392964","10/08/2020 13:00","0000X E MONROE ST","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","112","42","1177003","1899949","41.88080179","-87.62551582","P"
"JD396636","10/08/2020 20:30","007XX W HUBBARD ST","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","N","N","1214","27","1171251","1903291","41.8901007","-87.64653832","P"
"JE129447","2/01/2021 16:00","040XX W VAN BUREN ST","THEFT","POCKET-PICKING","SIDEWALK","N","N","1132","28","1149627","1897720","41.87526074","-87.72609655","P"
"JD396619","10/08/2020 21:00","004XX W Surf St","THEFT","FROM BUILDING","APARTMENT","N","N","1934","44","1172755","1919419","41.93432356","-87.64053658","P"
"JD396744","10/08/2020 11:50","002XX E DELAWARE PL","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SMALL RETAIL STORE","N","N","1833","2","1178052","1906681","41.89925092","-87.62145895","P"
"JD396740","10/08/2020 0:00","013XX W Barry Ave","THEFT","$500 AND UNDER","STREET","N","N","1933","32","1166779","1920698","41.93796362","-87.66246141","P"
"JE129412","2/01/2021 12:04","027XX S KEELER AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","1031","22","1148828","1885518","41.84179243","-87.72934535","P"
"JE128784","2/01/2021 3:03","039XX N CICERO AVE","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1731","45","1143669","1925570","41.95179768","-87.74727349","P"
"JD392820","10/08/2020 13:40","119XX S EGGLESTON AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","522","34","1175446","1825683","41.67704292","-87.63345239","P"
"JD392347","10/08/2020 0:41","018XX E 95TH ST","ASSAULT","SIMPLE","STREET","N","N","413","8","1189958","1842338","41.72241041","-87.57980151","P"
"JE128812","2/01/2021 6:06","017XX W POLK ST","BATTERY","SIMPLE","CTA TRAIN","N","N","1231","27","1164894","1896489","41.87157271","-87.67007707","P"
"JD397346","09/29/2020 04:01:00 PM","016XX W 93RD ST","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","RESIDENCE","N","N","2221","21","1166890","1843023","41.72481318","-87.66427682","P"
"JD392630","10/08/2020 11:30","079XX S ASHLAND AVE","ROBBERY","ARMED - HANDGUN","STREET","N","N","611","21","1167051","1852166","41.74989948","-87.66342638","P"
"JD392829","10/08/2020 14:08","047XX S WOOD ST","CRIMINAL DAMAGE","TO PROPERTY","SIDEWALK","N","N","931","15","1165149","1873165","41.80756389","-87.66980239","P"
"JE129339","2/01/2021 15:10","018XX N KIMBALL AVE","ASSAULT","SIMPLE","SIDEWALK","N","N","1422","1","1153411","1912033","41.9144627","-87.71182244","P"
"JD396938","09/18/2020 12:01:00 AM","032XX N NARRAGANSETT AVE","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY","RESIDENCE","N","N","1633","36","1133134","1921051","41.93958821","-87.78610679","P"
"JD392819","10/08/2020 13:40","061XX S WESTERN AVE","BATTERY","SIMPLE","RESTAURANT","N","N","825","16","1161422","1863949","41.78235214","-87.68372746","P"
"JD393306","10/08/2020 22:02","073XX S PEORIA ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","733","17","1171574","1856252","41.76101415","-87.64673267","P"
"JD393070","10/08/2020 17:18","053XX W VAN BUREN ST","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","1522","29","1140817","1897493","41.87480431","-87.75844937","P"
"JE131693","2/01/2021 13:00","005XX W FULLERTON PKWY","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SIDEWALK","N","N","1812","43","1172374","1916223","41.92556204","-87.64203143","P"
"JD393068","10/08/2020 16:05","029XX E 78TH ST","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","N","Y","421","7","1196989","1853921","41.75402331","-87.55366405","P"
"JE130222","2/01/2021 15:00","036XX N LONG AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1633","36","1139708","1923845","41.94713752","-87.76187658","P"
"JE129802","2/01/2021 13:00","006XX E MARQUETTE RD","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","N","Y","321","20","1181512","1861388","41.77488441","-87.61015127","P"
"JE128802","2/01/2021 4:56","035XX N LINCOLN AVE","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","1922","47","1163870","1923601","41.94599157","-87.67307036","P"
"JD363726","9/11/2020 12:00","079XX S STONY ISLAND AVE","BATTERY","DOMESTIC BATTERY SIMPLE","CTA BUS STOP","N","Y","411","8","1188223","1852840","41.75127045","-87.58582237","P"
"JD364427","9/11/2020 10:00","055XX W DIVERSEY AVE","BURGLARY","FORCIBLE ENTRY","APARTMENT","N","N","2514","30","1138999","1918068","41.93129779","-87.76462359","P"
"JD363716","9/11/2020 11:39","004XX E 60TH ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE / HEALTH OF CHILD","PARK PROPERTY","N","Y","233","20","1180203","1865325","41.78571803","-87.61482924","P"
"JD364396","9/11/2020 23:30","006XX W 49TH ST","ASSAULT","AGGRAVATED - OTHER FIREARM","STREET","N","N","935","11","1172926","1872398","41.80529086","-87.64130126","P"
"JD357845","9/05/2020 17:35","072XX S COLES AVE","ROBBERY","STRONG ARM - NO WEAPON","APARTMENT","Y","N","334","7","1194354","1857791","41.76470801","-87.56319327","P"
"JD364343","9/11/2020 15:00","063XX N PULASKI RD","ASSAULT","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","N","1711","39","1148552","1941737","41.996068","-87.72890413","P"
"JD368333","9/07/2020 11:00","031XX N CLIFTON AVE","DECEPTIVE PRACTICE","THEFT OF LABOR / SERVICES","APARTMENT","N","N","1933","44","1168070","1920955","41.93864101","-87.65770931","P"
"JD364179","9/11/2020 18:40","046XX S WOOD ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","924","15","1165128","1873903","41.80958949","-87.66985852","P"
"JD363803","9/11/2020 13:15","0000X S HALSTED ST","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1232","27","1171057","1900105","41.88136236","-87.6473443","P"
"JD363480","9/11/2020 2:00","020XX N LAWLER AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2522","36","1142419","1913131","41.91768721","-87.7521785","P"
"JD372421","09/15/2020 10:55:00 AM","056XX S GREEN ST","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","N","N","712","20","1171600","1867481","41.79182728","-87.6463086","P"
"JD361465","9/09/2020 10:00","030XX W LEXINGTON ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1134","28","1156317","1896547","41.87190941","-87.7015651","P"
"JD368891","09/16/2020 09:30:00 AM","062XX S MICHIGAN AVE","THEFT","$500 AND UNDER","APARTMENT","N","Y","311","20","1178263","1863570","41.7809464","-87.62199537","P"
"JD371230","9/01/2020 0:00","015XX W CORTEZ ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE - PORCH / HALLWAY","N","N","1213","27","1165856","1907088","41.90063672","-87.6662427","P"
"JD368902","09/16/2020 09:30:00 AM","001XX W DIVISION ST","ASSAULT","SIMPLE","SIDEWALK","N","N","1824","27","1175219","1908350","41.90389478","-87.63181425","P"
"JD373168","9/11/2020 19:00","047XX N HERMITAGE AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","Y","1912","47","1163944","1931552","41.96780792","-87.67257302","P"
"JD371263","09/15/2020 09:00:00 AM","083XX S LA SALLE ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","622","21","1176731","1849598","41.74264028","-87.62803194","P"
"JD364912","9/12/2020 13:20","119XX S MICHIGAN AVE","ASSAULT","SIMPLE","APARTMENT","N","N","532","9","1178983","1825922","41.67761921","-87.62049877","P"
"JD368674","09/16/2020 02:40:00 AM","003XX S CAMPBELL AVE","ROBBERY","AGGRAVATED","STREET","N","N","1125","27","1159793","1898430","41.87700562","-87.68875133","P"
"JD372774","09/15/2020 12:00:00 PM","078XX S WOLCOTT AVE","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE","N","N","611","17","1165054","1852625","41.75120147","-87.67073131","P"
"JD363915","9/11/2020 15:00","063XX N NAGLE AVE","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","N","N","1611","39","1132636","1941981","41.99703091","-87.787447","P"
"JD363465","9/11/2020 8:20","008XX E 79TH ST","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","GAS STATION","Y","N","624","8","1183364","1852811","41.75130534","-87.60362891","P"
"JD364292","9/11/2020 20:45","012XX S SAWYER AVE","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","N","N","1022","24","1154891","1894243","41.86561567","-87.70686229","P"
"JD363591","9/11/2020 9:45","005XX N AVERS AVE","CRIMINAL DAMAGE","TO VEHICLE","SIDEWALK","N","N","1122","37","1150625","1903379","41.89077022","-87.72228432","P"
"JD368068","8/10/2020 5:30","041XX N MONTICELLO AVE","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","N","N","1723","35","1151315","1927336","41.9564968","-87.71912008","P"
"JD364354","9/11/2020 22:25","019XX W HOWARD ST","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","Y","2424","49","1161853","1950352","42.01943973","-87.67973383","P"
"JD365741","9/11/2020 10:00","012XX W 14th st","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","N","N","1233","25","1168391","1893542","41.86341104","-87.65732347","P"
"JD364863","9/11/2020 12:00","003XX S CALIFORNIA AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1125","27","1157774","1898236","41.87651464","-87.6961698","P"
"JD363983","9/11/2020 2:45","043XX W CRYSTAL ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2534","37","1147151","1907971","41.90343834","-87.73492505","P"
"JD368293","08/28/2020 11:00:00 AM","024XX W CONGRESS PKWY","THEFT","OVER $500","SCHOOL - PUBLIC BUILDING","N","N","1135","28","1160408","1897703","41.87499797","-87.68651335","P"
"JE106166","1/07/2021 15:45","034XX W DIVERSEY AVE","THEFT","FROM BUILDING","COMMERCIAL / BUSINESS OFFICE","N","N","1412","35","1153043","1918407","41.93196081","-87.71300502","P"
"JD363752","9/11/2020 11:53","008XX N MICHIGAN AVE","THEFT","RETAIL THEFT","DEPARTMENT STORE","Y","N","1833","2","1177338","1906181","41.89789513","-87.62409661","P"
"JD364099","9/11/2020 7:00","029XX S DR MARTIN LUTHER KING JR DR","BURGLARY","UNLAWFUL ENTRY","APARTMENT","N","N","133","4","1179389","1885691","41.84162265","-87.61719144","P"
"JD393366","10/08/2020 23:30","094XX S COMMERCIAL AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE - PORCH / HALLWAY","N","Y","423","10","1197784","1843034","41.72412874","-87.55111334","P"
"JD366753","9/11/2020 17:25","007XX N SANGAMON ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1214","27","0","0","","","P"
"JD363490","9/11/2020 8:50","033XX W 63RD PL","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","RESIDENCE","N","Y","823","23","1155212","1862314","41.77799194","-87.70653895","P"
"JD364038","9/11/2020 14:23","134XX S BALTIMORE AVE","ASSAULT","SIMPLE","STREET","N","N","433","10","1199105","1816541","41.65139629","-87.54716029","P"
"JD367968","9/01/2020 15:00","067XX S STONY ISLAND AVE","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","N","N","332","5","1188025","1860797","41.77310988","-87.58629471","P"
"JD364281","9/11/2020 20:31","034XX W HIRSCH ST","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","ALLEY","Y","N","1422","26","1153206","1909097","41.90641013","-87.71265364","P"
"JD363710","9/11/2020 10:46","034XX W FRANKLIN BLVD","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1121","27","1153351","1903120","41.89000579","-87.71227993","P"
"JD364960","9/11/2020 16:00","010XX N HERMITAGE AVE","THEFT","OVER $500","RESIDENCE - YARD (FRONT / BACK)","N","N","1213","1","1164527","1907393","41.90150192","-87.67111553","P"
"JD363929","9/11/2020 15:00","064XX N TROY ST","ASSAULT","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","Y","2412","50","1154173","1942493","41.99803176","-87.70820663","P"
"JD346656","08/27/2020 07:05:00 AM","016XX W DIVISION ST","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","1424","1","1164808","1908052","41.9033043","-87.67006468","P"
"JD364350","9/11/2020 21:30","050XX W WASHINGTON BLVD","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1532","28","1142752","1900033","41.8817386","-87.75128153","P"
"JD393110","10/08/2020 18:00","008XX E 92ND ST","THEFT","$500 AND UNDER","APARTMENT","N","Y","633","8","1183383","1844152","41.72754364","-87.60382826","P"
"JD364770","9/11/2020 17:30","012XX W JARVIS AVE","THEFT","$500 AND UNDER","RESIDENCE","N","N","2422","49","1166159","1949176","42.01612145","-87.66392213","P"
"JD364676","9/11/2020 17:00","067XX W 64TH PL","ROBBERY","ARMED - HANDGUN","ALLEY","N","N","812","23","1132505","1861001","41.77481283","-87.78981568","P"
"JD365123","9/11/2020 18:00","079XX S CRANDON AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","414","7","1192908","1852757","41.75092972","-87.56865716","P"
"JD367832","08/27/2020 08:35:00 PM","119XX S MICHIGAN AVE","OTHER OFFENSE","LICENSE VIOLATION","OTHER (SPECIFY)","Y","N","532","9","1178981","1825999","41.67783055","-87.62050376","P"
"JD364268","9/11/2020 20:46","011XX E 87TH ST","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","VEHICLE - COMMERCIAL","Y","N","412","8","1185218","1847526","41.7367594","-87.59700071","P"
"JD392582","10/08/2020 0:01","042XX N WHIPPLE ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1724","33","1155292","1927945","41.95808879","-87.70448308","P"
"JD363485","9/11/2020 8:40","034XX W MONTROSE AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1723","35","1152744","1929031","41.96111977","-87.71382162","P"
"JD368798","9/11/2020 8:00","003XX N AUSTIN BLVD","THEFT","$500 AND UNDER","STREET","N","N","1512","29","1136324","1901561","41.88604884","-87.77484884","P"
"JD363931","9/11/2020 15:00","014XX W 95TH ST","BATTERY","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2222","21","1168216","1841736","41.72125307","-87.65945657","P"
"JD365734","9/11/2020 5:15","050XX N WOLCOTT AVE","THEFT","OVER $500","APARTMENT","N","N","2032","40","0","0","","","P"
"JD364394","9/11/2020 23:23","012XX W 64TH ST","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","Y","Y","724","16","1169313","1862346","41.77778608","-87.65484319","P"
"JE129948","2/01/2021 20:00","022XX N LEAVITT ST","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","1432","32","1161330","1914738","41.92172426","-87.68265378","P"
